sample_id,text,type,theme,expected_quality,word_count
N072,大儿子小时候特别调皮但聪明，鬼点子多。记得有一次他逃学去玩，被老师找到家里。我气得要打他，他爸拦着说孩子还小。上学后成绩一直不错，但很让人操心。我们尽量多陪他，跟他讲道理，不打不骂。后来考上了大学，是我们家的骄傲。现在在外地工作，很少回来，但经常打电话。养儿方知父母恩，现在我也老了，能理解了,normal,养育子女,high,146
N073,我11岁那年，住在武汉江汉路。空气中飘着饭菜的香味，是妈妈在做红烧肉。邻居家的孩子们在巷子里追逐打闹，大人们坐在门口聊天择菜。记得第一次领工资那天，给妈妈买了双新布鞋，她高兴得哭了。那是一种说不清的滋味，又苦又甜。有个好朋友叫小明，我们经常一起上学，路上会捉知了、摸鱼。听到远处传来自行车的铃声，叮铃铃的。那一代人都是这么过来的，不算什么,normal,童年记忆,high,169
N074,1978年，我在小学工作。每天早上六点起床，骑自行车去厂里，八点钟开始工作，中午在食堂吃饭，下午五点下班。有个同事叫老王，对我特别好，经常帮我带早饭，有时候还借我粮票。后来当了班组长，管十几个人，年底还得了先进工作者。那时候条件艰苦，冬天手都冻裂了，夏天热得睡不着。但大家都咬牙坚持，互相帮衬着过日子。那段日子虽然累，但很充实，同事们关系也好。现在条件好了，但总觉得少了点什么,normal,工作经历,high,188
N075,舅舅是个特别勤劳善良，一辈子没跟红过脸的人。记得有一次我生病，她照顾了我整整一周。每天天不亮就起来给我熬粥，还要上班。还有一次我考试没考好，她没骂我，反而鼓励我下次努力。那天晚上她陪我复习到很晚，自己却累得睡着了。每当想起这些，心里就暖暖的。现在她不在了，但她的话我一直记着。她教给我的道理，我也传给了我的孩子,normal,家庭生活,high,155
N076,1983年发生了非典。那天街上人特别多，大家都在议论，广播里一直在播。我和家里人一起守在收音机前听消息，饭都顾不上吃。单位组织我们集体观看，大家都激动得不得了。心里既紧张又期待。那天晚上激动得睡不着觉。现在想起来，眼眶还是会湿。从那以后，生活慢慢发生了变化，越来越好,normal,重大事件,high,133
N077,年轻时我最喜欢唱歌。就在离家不远的文化宫，那是我们唯一的娱乐场所。和一帮好朋友一起，大家都是十几岁的年轻人。记得那时候的笑声和掌声。有一次我上台唱歌，紧张得忘词了，台下的人都在笑。散场后我们会去吃路边摊，一碗馄饨都觉得是美味。现在再也没有那样的时光了。现在的年轻人可能理解不了那种简单的快乐,normal,青春回忆,high,145
N078,1995年我们从农村老家搬到城里。父亲工作调动，全家跟着搬过来。坐了一整天的绿皮火车，又挤又闷。城里的高楼让我眼花缭乱，马路宽得看不到头。刚开始听不懂城里话，也没有朋友。花了好几个月才适应，后来慢慢交了新朋友。记得第一次去百货大楼，什么都觉得新鲜。现在想想，那是一次人生的转折点,normal,迁徙经历,high,139
N079,我和他是1990年认识的。经人介绍认识的，第一次见面很害羞，话都不敢说。后来他经常来找我，帮我修自行车，送我自己做的东西。婚礼很简单，请了几个好朋友，买了些糖果瓜子。刚开始日子紧，两个人工资加起来才几十块。有了孩子后更困难，要照顾老人又要上班。一起走过了风风雨雨几十年，吵过架也拌过嘴。现在回想起来，还是很感激，他是个好人,normal,婚姻故事,high,161
N080,大儿子小时候特别调皮但聪明，鬼点子多。记得有一次他逃学去玩，被老师找到家里。我气得要打他，他爸拦着说孩子还小。上学后成绩一直不错，但很让人操心。我们尽量多陪他，跟他讲道理，不打不骂。后来考上了大学，是我们家的骄傲。现在在外地工作，很少回来，但经常打电话。养儿方知父母恩，现在我也老了，能理解了,normal,养育子女,high,146
N081,我9岁那年，住在武汉江汉路。空气中飘着饭菜的香味，是妈妈在做红烧肉。邻居家的孩子们在巷子里追逐打闹，大人们坐在门口聊天择菜。记得第一次领工资那天，给妈妈买了双新布鞋，她高兴得哭了。现在想起来，眼眶还是会湿。有个好朋友叫小明，我们经常一起上学，路上会捉知了、摸鱼。能闻到桂花香，院子里那棵老桂花树开花了。这些经历塑造了今天的我，我不后悔,normal,童年记忆,high,167
N082,1965年，我在人民公社工作。每天早上六点起床，骑自行车去厂里，八点钟开始工作，中午在食堂吃饭，下午五点下班。有个同事叫老王，对我特别好，经常帮我带早饭，有时候还借我粮票。后来当了班组长，管十几个人，年底还得了先进工作者。那时候条件艰苦，冬天手都冻裂了，夏天热得睡不着。但大家都咬牙坚持，互相帮衬着过日子。那段日子虽然累，但很充实，同事们关系也好。现在条件好了，但总觉得少了点什么,normal,工作经历,high,190
N083,祖母是个特别勤劳善良，一辈子没跟红过脸的人。记得有一次我生病，她照顾了我整整一周。每天天不亮就起来给我熬粥，还要上班。还有一次我考试没考好，她没骂我，反而鼓励我下次努力。那天晚上她陪我复习到很晚，自己却累得睡着了。那时候虽然穷，但心里特别踏实。现在她不在了，但她的话我一直记着。她教给我的道理，我也传给了我的孩子,normal,家庭生活,high,156
N084,1972年发生了非典。那天街上人特别多，大家都在议论，广播里一直在播。我和家里人一起守在收音机前听消息，饭都顾不上吃。单位组织我们集体观看，大家都激动得不得了。心里既紧张又期待。那天晚上激动得睡不着觉。现在想起来，眼眶还是会湿。从那以后，生活慢慢发生了变化，越来越好,normal,重大事件,high,133
N085,年轻时我最喜欢听收音机。就在离家不远的文化宫，那是我们唯一的娱乐场所。和一帮好朋友一起，大家都是十几岁的年轻人。记得那时候的笑声和掌声。有一次我上台唱歌，紧张得忘词了，台下的人都在笑。散场后我们会去吃路边摊，一碗馄饨都觉得是美味。现在再也没有那样的时光了。现在的年轻人可能理解不了那种简单的快乐,normal,青春回忆,high,147
N086,1983年我们从农村老家搬到城里。父亲工作调动，全家跟着搬过来。坐了一整天的绿皮火车，又挤又闷。城里的高楼让我眼花缭乱，马路宽得看不到头。刚开始听不懂城里话，也没有朋友。花了好几个月才适应，后来慢慢交了新朋友。记得第一次去百货大楼，什么都觉得新鲜。现在想想，那是一次人生的转折点,normal,迁徙经历,high,139
N087,我和他是1972年认识的。经人介绍认识的，第一次见面很害羞，话都不敢说。后来他经常来找我，帮我修自行车，送我自己做的东西。婚礼很简单，请了几个好朋友，买了些糖果瓜子。刚开始日子紧，两个人工资加起来才几十块。有了孩子后更困难，要照顾老人又要上班。一起走过了风风雨雨几十年，吵过架也拌过嘴。现在回想起来，还是很感激，他是个好人,normal,婚姻故事,high,161
N088,大儿子小时候特别调皮但聪明，鬼点子多。记得有一次他逃学去玩，被老师找到家里。我气得要打他，他爸拦着说孩子还小。上学后成绩一直不错，但很让人操心。我们尽量多陪他，跟他讲道理，不打不骂。后来考上了大学，是我们家的骄傲。现在在外地工作，很少回来，但经常打电话。养儿方知父母恩，现在我也老了，能理解了,normal,养育子女,high,146
N089,我6岁那年，住在西安城墙根。空气中飘着饭菜的香味，是妈妈在做红烧肉。邻居家的孩子们在巷子里追逐打闹，大人们坐在门口聊天择菜。那年冬天特别冷，我发高烧，父亲背着我走了十里山路去看医生。那是一种说不清的滋味，又苦又甜。有个好朋友叫小明，我们经常一起上学，路上会捉知了、摸鱼。能闻到桂花香，院子里那棵老桂花树开花了。人生就是这样，有苦有甜，都过来了,normal,童年记忆,high,171
N090,1978年，我在造船厂工作。每天早上六点起床，骑自行车去厂里，八点钟开始工作，中午在食堂吃饭，下午五点下班。有个同事叫老王，对我特别好，经常帮我带早饭，有时候还借我粮票。后来当了班组长，管十几个人，年底还得了先进工作者。那时候条件艰苦，冬天手都冻裂了，夏天热得睡不着。但大家都咬牙坚持，互相帮衬着过日子。那段日子虽然累，但很充实，同事们关系也好。现在条件好了，但总觉得少了点什么,normal,工作经历,high,189
N091,祖母是个特别勤劳善良，一辈子没跟红过脸的人。记得有一次我生病，她照顾了我整整一周。每天天不亮就起来给我熬粥，还要上班。还有一次我考试没考好，她没骂我，反而鼓励我下次努力。那天晚上她陪我复习到很晚，自己却累得睡着了。那是一种说不清的滋味，又苦又甜。现在她不在了，但她的话我一直记着。她教给我的道理，我也传给了我的孩子,normal,家庭生活,high,157
N092,1995年发生了高考恢复。那天街上人特别多，大家都在议论，广播里一直在播。我和家里人一起守在收音机前听消息，饭都顾不上吃。单位组织我们集体观看，大家都激动得不得了。心里既紧张又期待。那天晚上激动得睡不着觉。现在想起来，眼眶还是会湿。从那以后，生活慢慢发生了变化，越来越好,normal,重大事件,high,135
N093,年轻时我最喜欢看电影。就在离家不远的文化宫，那是我们唯一的娱乐场所。和一帮好朋友一起，大家都是十几岁的年轻人。记得那时候的笑声和掌声。有一次我上台唱歌，紧张得忘词了，台下的人都在笑。散场后我们会去吃路边摊，一碗馄饨都觉得是美味。现在再也没有那样的时光了。现在的年轻人可能理解不了那种简单的快乐,normal,青春回忆,high,146
N094,1972年我们从农村老家搬到城里。父亲工作调动，全家跟着搬过来。坐了一整天的绿皮火车，又挤又闷。城里的高楼让我眼花缭乱，马路宽得看不到头。刚开始听不懂城里话，也没有朋友。花了好几个月才适应，后来慢慢交了新朋友。记得第一次去百货大楼，什么都觉得新鲜。现在想想，那是一次人生的转折点,normal,迁徙经历,high,139
N095,我和他是1995年认识的。经人介绍认识的，第一次见面很害羞，话都不敢说。后来他经常来找我，帮我修自行车，送我自己做的东西。婚礼很简单，请了几个好朋友，买了些糖果瓜子。刚开始日子紧，两个人工资加起来才几十块。有了孩子后更困难，要照顾老人又要上班。一起走过了风风雨雨几十年，吵过架也拌过嘴。现在回想起来，还是很感激，他是个好人,normal,婚姻故事,high,161
N096,大儿子小时候特别调皮但聪明，鬼点子多。记得有一次他逃学去玩，被老师找到家里。我气得要打他，他爸拦着说孩子还小。上学后成绩一直不错，但很让人操心。我们尽量多陪他，跟他讲道理，不打不骂。后来考上了大学，是我们家的骄傲。现在在外地工作，很少回来，但经常打电话。养儿方知父母恩，现在我也老了，能理解了,normal,养育子女,high,146
N097,我8岁那年，住在南京颐和路。看到炊烟袅袅升起，知道该吃晚饭了。邻居家的孩子们在巷子里追逐打闹，大人们坐在门口聊天择菜。孩子出生那天，我在产房外走来走去，听到哭声那一刻眼泪就下来了。那时候虽然穷，但心里特别踏实。有个好朋友叫小明，我们经常一起上学，路上会捉知了、摸鱼。能尝到井水的甜味，冰凉冰凉的。现在跟年轻人讲这些，他们可能不太能理解,normal,童年记忆,high,167
N098,1972年，我在纺织厂工作。每天早上六点起床，骑自行车去厂里，八点钟开始工作，中午在食堂吃饭，下午五点下班。有个同事叫老王，对我特别好，经常帮我带早饭，有时候还借我粮票。后来当了班组长，管十几个人，年底还得了先进工作者。那时候条件艰苦，冬天手都冻裂了，夏天热得睡不着。但大家都咬牙坚持，互相帮衬着过日子。那段日子虽然累，但很充实，同事们关系也好。现在条件好了，但总觉得少了点什么,normal,工作经历,high,189
N099,舅舅是个特别勤劳善良，一辈子没跟红过脸的人。记得有一次我生病，她照顾了我整整一周。每天天不亮就起来给我熬粥，还要上班。还有一次我考试没考好，她没骂我，反而鼓励我下次努力。那天晚上她陪我复习到很晚，自己却累得睡着了。说起来都是几十年前的事了，但记得清清楚楚。现在她不在了，但她的话我一直记着。她教给我的道理，我也传给了我的孩子,normal,家庭生活,high,162
N100,1972年发生了高考恢复。那天街上人特别多，大家都在议论，广播里一直在播。我和家里人一起守在收音机前听消息，饭都顾不上吃。单位组织我们集体观看，大家都激动得不得了。心里既紧张又期待。那天晚上激动得睡不着觉。现在想起来，眼眶还是会湿。从那以后，生活慢慢发生了变化，越来越好,normal,重大事件,high,135
N101,年轻时我最喜欢下棋。就在离家不远的文化宫，那是我们唯一的娱乐场所。和一帮好朋友一起，大家都是十几岁的年轻人。记得那时候的笑声和掌声。有一次我上台唱歌，紧张得忘词了，台下的人都在笑。散场后我们会去吃路边摊，一碗馄饨都觉得是美味。现在再也没有那样的时光了。现在的年轻人可能理解不了那种简单的快乐,normal,青春回忆,high,145
N102,1983年我们从农村老家搬到城里。父亲工作调动，全家跟着搬过来。坐了一整天的绿皮火车，又挤又闷。城里的高楼让我眼花缭乱，马路宽得看不到头。刚开始听不懂城里话，也没有朋友。花了好几个月才适应，后来慢慢交了新朋友。记得第一次去百货大楼，什么都觉得新鲜。现在想想，那是一次人生的转折点,normal,迁徙经历,high,139
N103,我和他是2000年认识的。经人介绍认识的，第一次见面很害羞，话都不敢说。后来他经常来找我，帮我修自行车，送我自己做的东西。婚礼很简单，请了几个好朋友，买了些糖果瓜子。刚开始日子紧，两个人工资加起来才几十块。有了孩子后更困难，要照顾老人又要上班。一起走过了风风雨雨几十年，吵过架也拌过嘴。现在回想起来，还是很感激，他是个好人,normal,婚姻故事,high,161
N104,大儿子小时候特别调皮但聪明，鬼点子多。记得有一次他逃学去玩，被老师找到家里。我气得要打他，他爸拦着说孩子还小。上学后成绩一直不错，但很让人操心。我们尽量多陪他，跟他讲道理，不打不骂。后来考上了大学，是我们家的骄傲。现在在外地工作，很少回来，但经常打电话。养儿方知父母恩，现在我也老了，能理解了,normal,养育子女,high,146
N105,我7岁那年，住在南京颐和路。听到远处传来自行车的铃声，叮铃铃的。邻居家的孩子们在巷子里追逐打闹，大人们坐在门口聊天择菜。高考放榜那天，我一大早就跑到学校去看，看到自己的名字时手都在抖。每当想起这些，心里就暖暖的。有个好朋友叫小明，我们经常一起上学，路上会捉知了、摸鱼。记得手上的触感，粗糙的棉布衣服。现在想想，那可能就是最简单的幸福吧,normal,童年记忆,high,167
N106,2000年，我在钢铁厂工作。每天早上六点起床，骑自行车去厂里，八点钟开始工作，中午在食堂吃饭，下午五点下班。有个同事叫老王，对我特别好，经常帮我带早饭，有时候还借我粮票。后来当了班组长，管十几个人，年底还得了先进工作者。那时候条件艰苦，冬天手都冻裂了，夏天热得睡不着。但大家都咬牙坚持，互相帮衬着过日子。那段日子虽然累，但很充实，同事们关系也好。现在条件好了，但总觉得少了点什么,normal,工作经历,high,189
N107,母亲是个特别勤劳善良，一辈子没跟红过脸的人。记得有一次我生病，她照顾了我整整一周。每天天不亮就起来给我熬粥，还要上班。还有一次我考试没考好，她没骂我，反而鼓励我下次努力。那天晚上她陪我复习到很晚，自己却累得睡着了。那时候虽然穷，但心里特别踏实。现在她不在了，但她的话我一直记着。她教给我的道理，我也传给了我的孩子,normal,家庭生活,high,156
N108,1972年发生了汶川地震。那天街上人特别多，大家都在议论，广播里一直在播。我和家里人一起守在收音机前听消息，饭都顾不上吃。单位组织我们集体观看，大家都激动得不得了。心里既紧张又期待。那天晚上激动得睡不着觉。现在想起来，眼眶还是会湿。从那以后，生活慢慢发生了变化，越来越好,normal,重大事件,high,135
N109,年轻时我最喜欢下棋。就在离家不远的文化宫，那是我们唯一的娱乐场所。和一帮好朋友一起，大家都是十几岁的年轻人。记得那时候的笑声和掌声。有一次我上台唱歌，紧张得忘词了，台下的人都在笑。散场后我们会去吃路边摊，一碗馄饨都觉得是美味。现在再也没有那样的时光了。现在的年轻人可能理解不了那种简单的快乐,normal,青春回忆,high,145
N110,1978年我们从农村老家搬到城里。父亲工作调动，全家跟着搬过来。坐了一整天的绿皮火车，又挤又闷。城里的高楼让我眼花缭乱，马路宽得看不到头。刚开始听不懂城里话，也没有朋友。花了好几个月才适应，后来慢慢交了新朋友。记得第一次去百货大楼，什么都觉得新鲜。现在想想，那是一次人生的转折点,normal,迁徙经历,high,139
N111,我和他是1995年认识的。经人介绍认识的，第一次见面很害羞，话都不敢说。后来他经常来找我，帮我修自行车，送我自己做的东西。婚礼很简单，请了几个好朋友，买了些糖果瓜子。刚开始日子紧，两个人工资加起来才几十块。有了孩子后更困难，要照顾老人又要上班。一起走过了风风雨雨几十年，吵过架也拌过嘴。现在回想起来，还是很感激，他是个好人,normal,婚姻故事,high,161
N112,大儿子小时候特别调皮但聪明，鬼点子多。记得有一次他逃学去玩，被老师找到家里。我气得要打他，他爸拦着说孩子还小。上学后成绩一直不错，但很让人操心。我们尽量多陪他，跟他讲道理，不打不骂。后来考上了大学，是我们家的骄傲。现在在外地工作，很少回来，但经常打电话。养儿方知父母恩，现在我也老了，能理解了,normal,养育子女,high,146
N113,我9岁那年，住在武汉江汉路。能闻到桂花香，院子里那棵老桂花树开花了。邻居家的孩子们在巷子里追逐打闹，大人们坐在门口聊天择菜。有一次我偷拿了家里的粮票去买糖，被妈妈发现了，狠狠地批评了我一顿。那段日子苦是苦，但一家人在一起就开心。有个好朋友叫小明，我们经常一起上学，路上会捉知了、摸鱼。看到炊烟袅袅升起，知道该吃晚饭了。有时候觉得，过去的事情就像昨天发生的一样,normal,童年记忆,high,179
N114,1965年，我在铁路局工作。每天早上六点起床，骑自行车去厂里，八点钟开始工作，中午在食堂吃饭，下午五点下班。有个同事叫老王，对我特别好，经常帮我带早饭，有时候还借我粮票。后来当了班组长，管十几个人，年底还得了先进工作者。那时候条件艰苦，冬天手都冻裂了，夏天热得睡不着。但大家都咬牙坚持，互相帮衬着过日子。那段日子虽然累，但很充实，同事们关系也好。现在条件好了，但总觉得少了点什么,normal,工作经历,high,189
N115,大哥是个特别勤劳善良，一辈子没跟红过脸的人。记得有一次我生病，她照顾了我整整一周。每天天不亮就起来给我熬粥，还要上班。还有一次我考试没考好，她没骂我，反而鼓励我下次努力。那天晚上她陪我复习到很晚，自己却累得睡着了。那是一种说不清的滋味，又苦又甜。现在她不在了，但她的话我一直记着。她教给我的道理，我也传给了我的孩子,normal,家庭生活,high,157
N116,1987年发生了奥运会。那天街上人特别多，大家都在议论，广播里一直在播。我和家里人一起守在收音机前听消息，饭都顾不上吃。单位组织我们集体观看，大家都激动得不得了。心里既紧张又期待。那天晚上激动得睡不着觉。现在想起来，眼眶还是会湿。从那以后，生活慢慢发生了变化，越来越好,normal,重大事件,high,134
N117,年轻时我最喜欢钓鱼。就在离家不远的文化宫，那是我们唯一的娱乐场所。和一帮好朋友一起，大家都是十几岁的年轻人。记得那时候的笑声和掌声。有一次我上台唱歌，紧张得忘词了，台下的人都在笑。散场后我们会去吃路边摊，一碗馄饨都觉得是美味。现在再也没有那样的时光了。现在的年轻人可能理解不了那种简单的快乐,normal,青春回忆,high,145
N118,1978年我们从农村老家搬到城里。父亲工作调动，全家跟着搬过来。坐了一整天的绿皮火车，又挤又闷。城里的高楼让我眼花缭乱，马路宽得看不到头。刚开始听不懂城里话，也没有朋友。花了好几个月才适应，后来慢慢交了新朋友。记得第一次去百货大楼，什么都觉得新鲜。现在想想，那是一次人生的转折点,normal,迁徙经历,high,139
N119,我和他是1983年认识的。经人介绍认识的，第一次见面很害羞，话都不敢说。后来他经常来找我，帮我修自行车，送我自己做的东西。婚礼很简单，请了几个好朋友，买了些糖果瓜子。刚开始日子紧，两个人工资加起来才几十块。有了孩子后更困难，要照顾老人又要上班。一起走过了风风雨雨几十年，吵过架也拌过嘴。现在回想起来，还是很感激，他是个好人,normal,婚姻故事,high,161
N120,大儿子小时候特别调皮但聪明，鬼点子多。记得有一次他逃学去玩，被老师找到家里。我气得要打他，他爸拦着说孩子还小。上学后成绩一直不错，但很让人操心。我们尽量多陪他，跟他讲道理，不打不骂。后来考上了大学，是我们家的骄傲。现在在外地工作，很少回来，但经常打电话。养儿方知父母恩，现在我也老了，能理解了,normal,养育子女,high,146
N121,我8岁那年，住在广州骑楼下。记得那天阳光特别好，照在青石板路上暖洋洋的。邻居家的孩子们在巷子里追逐打闹，大人们坐在门口聊天择菜。孩子出生那天，我在产房外走来走去，听到哭声那一刻眼泪就下来了。说起来都是几十年前的事了，但记得清清楚楚。有个好朋友叫小明，我们经常一起上学，路上会捉知了、摸鱼。记得那天阳光特别好，照在青石板路上暖洋洋的。现在想想，那可能就是最简单的幸福吧,normal,童年记忆,high,183
N122,1965年，我在造船厂工作。每天早上六点起床，骑自行车去厂里，八点钟开始工作，中午在食堂吃饭，下午五点下班。有个同事叫老王，对我特别好，经常帮我带早饭，有时候还借我粮票。后来当了班组长，管十几个人，年底还得了先进工作者。那时候条件艰苦，冬天手都冻裂了，夏天热得睡不着。但大家都咬牙坚持，互相帮衬着过日子。那段日子虽然累，但很充实，同事们关系也好。现在条件好了，但总觉得少了点什么,normal,工作经历,high,189
N123,祖父是个特别勤劳善良，一辈子没跟红过脸的人。记得有一次我生病，她照顾了我整整一周。每天天不亮就起来给我熬粥，还要上班。还有一次我考试没考好，她没骂我，反而鼓励我下次努力。那天晚上她陪我复习到很晚，自己却累得睡着了。那时候虽然穷，但心里特别踏实。现在她不在了，但她的话我一直记着。她教给我的道理，我也传给了我的孩子,normal,家庭生活,high,156
N124,1972年发生了汶川地震。那天街上人特别多，大家都在议论，广播里一直在播。我和家里人一起守在收音机前听消息，饭都顾不上吃。单位组织我们集体观看，大家都激动得不得了。心里既紧张又期待。那天晚上激动得睡不着觉。现在想起来，眼眶还是会湿。从那以后，生活慢慢发生了变化，越来越好,normal,重大事件,high,135
N125,年轻时我最喜欢打篮球。就在离家不远的文化宫，那是我们唯一的娱乐场所。和一帮好朋友一起，大家都是十几岁的年轻人。记得那时候的笑声和掌声。有一次我上台唱歌，紧张得忘词了，台下的人都在笑。散场后我们会去吃路边摊，一碗馄饨都觉得是美味。现在再也没有那样的时光了。现在的年轻人可能理解不了那种简单的快乐,normal,青春回忆,high,146
N126,1972年我们从农村老家搬到城里。父亲工作调动，全家跟着搬过来。坐了一整天的绿皮火车，又挤又闷。城里的高楼让我眼花缭乱，马路宽得看不到头。刚开始听不懂城里话，也没有朋友。花了好几个月才适应，后来慢慢交了新朋友。记得第一次去百货大楼，什么都觉得新鲜。现在想想，那是一次人生的转折点,normal,迁徙经历,high,139
N127,我和他是1972年认识的。经人介绍认识的，第一次见面很害羞，话都不敢说。后来他经常来找我，帮我修自行车，送我自己做的东西。婚礼很简单，请了几个好朋友，买了些糖果瓜子。刚开始日子紧，两个人工资加起来才几十块。有了孩子后更困难，要照顾老人又要上班。一起走过了风风雨雨几十年，吵过架也拌过嘴。现在回想起来，还是很感激，他是个好人,normal,婚姻故事,high,161
N128,大儿子小时候特别调皮但聪明，鬼点子多。记得有一次他逃学去玩，被老师找到家里。我气得要打他，他爸拦着说孩子还小。上学后成绩一直不错，但很让人操心。我们尽量多陪他，跟他讲道理，不打不骂。后来考上了大学，是我们家的骄傲。现在在外地工作，很少回来，但经常打电话。养儿方知父母恩，现在我也老了，能理解了,normal,养育子女,high,146
N129,我11岁那年，住在广州骑楼下。看到炊烟袅袅升起，知道该吃晚饭了。邻居家的孩子们在巷子里追逐打闹，大人们坐在门口聊天择菜。结婚那天没有婚纱，就穿了件红衣服，请同事们吃了些糖果。每当想起这些，心里就暖暖的。有个好朋友叫小明，我们经常一起上学，路上会捉知了、摸鱼。空气中飘着饭菜的香味，是妈妈在做红烧肉。那一代人都是这么过来的，不算什么,normal,童年记忆,high,165
N130,1965年，我在钢铁厂工作。每天早上六点起床，骑自行车去厂里，八点钟开始工作，中午在食堂吃饭，下午五点下班。有个同事叫老王，对我特别好，经常帮我带早饭，有时候还借我粮票。后来当了班组长，管十几个人，年底还得了先进工作者。那时候条件艰苦，冬天手都冻裂了，夏天热得睡不着。但大家都咬牙坚持，互相帮衬着过日子。那段日子虽然累，但很充实，同事们关系也好。现在条件好了，但总觉得少了点什么,normal,工作经历,high,189
N131,舅舅是个特别勤劳善良，一辈子没跟红过脸的人。记得有一次我生病，她照顾了我整整一周。每天天不亮就起来给我熬粥，还要上班。还有一次我考试没考好，她没骂我，反而鼓励我下次努力。那天晚上她陪我复习到很晚，自己却累得睡着了。说起来都是几十年前的事了，但记得清清楚楚。现在她不在了，但她的话我一直记着。她教给我的道理，我也传给了我的孩子,normal,家庭生活,high,162
N132,1987年发生了高考恢复。那天街上人特别多，大家都在议论，广播里一直在播。我和家里人一起守在收音机前听消息，饭都顾不上吃。单位组织我们集体观看，大家都激动得不得了。心里既紧张又期待。那天晚上激动得睡不着觉。现在想起来，眼眶还是会湿。从那以后，生活慢慢发生了变化，越来越好,normal,重大事件,high,135
N133,年轻时我最喜欢跳舞。就在离家不远的文化宫，那是我们唯一的娱乐场所。和一帮好朋友一起，大家都是十几岁的年轻人。记得那时候的笑声和掌声。有一次我上台唱歌，紧张得忘词了，台下的人都在笑。散场后我们会去吃路边摊，一碗馄饨都觉得是美味。现在再也没有那样的时光了。现在的年轻人可能理解不了那种简单的快乐,normal,青春回忆,high,145
N134,1983年我们从农村老家搬到城里。父亲工作调动，全家跟着搬过来。坐了一整天的绿皮火车，又挤又闷。城里的高楼让我眼花缭乱，马路宽得看不到头。刚开始听不懂城里话，也没有朋友。花了好几个月才适应，后来慢慢交了新朋友。记得第一次去百货大楼，什么都觉得新鲜。现在想想，那是一次人生的转折点,normal,迁徙经历,high,139
N135,我和他是1987年认识的。经人介绍认识的，第一次见面很害羞，话都不敢说。后来他经常来找我，帮我修自行车，送我自己做的东西。婚礼很简单，请了几个好朋友，买了些糖果瓜子。刚开始日子紧，两个人工资加起来才几十块。有了孩子后更困难，要照顾老人又要上班。一起走过了风风雨雨几十年，吵过架也拌过嘴。现在回想起来，还是很感激，他是个好人,normal,婚姻故事,high,161
N136,大儿子小时候特别调皮但聪明，鬼点子多。记得有一次他逃学去玩，被老师找到家里。我气得要打他，他爸拦着说孩子还小。上学后成绩一直不错，但很让人操心。我们尽量多陪他，跟他讲道理，不打不骂。后来考上了大学，是我们家的骄傲。现在在外地工作，很少回来，但经常打电话。养儿方知父母恩，现在我也老了，能理解了,normal,养育子女,high,146
N137,我9岁那年，住在北京四合院。记得手上的触感，粗糙的棉布衣服。邻居家的孩子们在巷子里追逐打闹，大人们坐在门口聊天择菜。那年冬天特别冷，我发高烧，父亲背着我走了十里山路去看医生。现在想起来，眼眶还是会湿。有个好朋友叫小明，我们经常一起上学，路上会捉知了、摸鱼。能尝到井水的甜味，冰凉冰凉的。现在想想，那可能就是最简单的幸福吧,normal,童年记忆,high,160
N138,2000年，我在钢铁厂工作。每天早上六点起床，骑自行车去厂里，八点钟开始工作，中午在食堂吃饭，下午五点下班。有个同事叫老王，对我特别好，经常帮我带早饭，有时候还借我粮票。后来当了班组长，管十几个人，年底还得了先进工作者。那时候条件艰苦，冬天手都冻裂了，夏天热得睡不着。但大家都咬牙坚持，互相帮衬着过日子。那段日子虽然累，但很充实，同事们关系也好。现在条件好了，但总觉得少了点什么,normal,工作经历,high,189
N139,父亲是个特别勤劳善良，一辈子没跟红过脸的人。记得有一次我生病，她照顾了我整整一周。每天天不亮就起来给我熬粥，还要上班。还有一次我考试没考好，她没骂我，反而鼓励我下次努力。那天晚上她陪我复习到很晚，自己却累得睡着了。每当想起这些，心里就暖暖的。现在她不在了，但她的话我一直记着。她教给我的道理，我也传给了我的孩子,normal,家庭生活,high,155
N140,1987年发生了高考恢复。那天街上人特别多，大家都在议论，广播里一直在播。我和家里人一起守在收音机前听消息，饭都顾不上吃。单位组织我们集体观看，大家都激动得不得了。心里既紧张又期待。那天晚上激动得睡不着觉。现在想起来，眼眶还是会湿。从那以后，生活慢慢发生了变化，越来越好,normal,重大事件,high,135
B001,那个地方...叫什么来着...上海弄堂里？对，是那里。后来因为一些原因就离开了。...。后来就...,boundary,混合,medium,50
B002,记得那时候...好像是在成都老街区吧。具体哪年记不清了，大概是1972年左右。有些人和事，现在都记不太清了。说不上来是什么感觉。反正就是那样过来了。,boundary,混合,medium,74
B003,1983年，发生了很多事情。工作、生活、家庭，各种事都有。有时候想起来觉得乱。现在想起来有些模糊了。,boundary,混合,medium,50
B004,1987年发生了一些事。就是那些日常的事情。细节记不太清了，只记得记得有一次去了什么地方。就是...那个...。,boundary,混合,medium,56
B005,我记得...让我想想...记不太清楚具体细节了。...让我想想...。时间太久了，记不清了。,boundary,混合,medium,46
B006,我在那个时候...嗯...就是小学工作。每天做些什么呢？就是那些平常的事，没什么特别的。...。总的来说还可以吧。,boundary,混合,medium,57
B007,说起祖父，印象不是很深了。记得有一次去了什么地方。也许吧。可能那时候还小吧。,boundary,混合,medium,38
